Post_ID,Actor_Name,Post_Format,BERTopic,functional_genre,blindspot,comment_avail,n_comments_scraped,eng_rate,pca1,pca2,pca3,pca1_bin,pca2_bin,pca3_bin,commemoration_day,live_series,hiring,pure_info
DWbxil5DMTW,WWF Namibia,Video,20,commemoration_awareness,False,False,0,0.002801,-3.7264380952356664,3.9546794124289937,4.026542768704303,lo,hi,hi,False,False,False,False
DXbu79iDCnX,WWF Namibia,Image,20,commemoration_awareness,False,False,0,0.004357,-1.1554986212622225,1.7232531262958635,0.07183969755302698,lo,hi,mid,True,False,False,False
DWjdIZtjHgI,WWF Namibia,Carousel,-1,outlier_atypical,False,False,1,0.023965,-0.12299296712236407,-0.2825818732147056,-1.2672521581888723,mid,mid,lo,False,False,False,False
DWbAAoijFTa,WWF Namibia,Image,20,commemoration_awareness,False,False,0,0.004046,-3.7264380952356664,3.9546794124289937,4.026542768704303,lo,hi,hi,True,False,False,False
DWW4P-5CLtE,Ministry of Environment Forestry & Tourism,Video,6,policy_governance,False,False,0,0.011523,-1.1193530042879007,-0.30217838708089606,0.4510373310645676,lo,mid,hi,False,False,False,False
DWUhj7VjtYE,Ministry of Environment Forestry & Tourism,Video,6,policy_governance,True,False,1,0.01602,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DRUGF9ajCli,Youth4CAN,Carousel,-1,outlier_atypical,False,False,0,0.009162,-2.7241445601345067,4.338332365467566,0.5611126170850682,lo,hi,hi,False,False,False,False
DXceVTokb5e,Giraffe Conservation Foundation,Image,20,commemoration_awareness,False,True,3,0.008453,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,True,False,False,False
DUxWaDAiHXN,NACSO,Image,-1,outlier_atypical,False,False,0,0.030445,-0.9689778285407518,1.3430678901843447,-0.3408525828964261,lo,hi,lo,True,False,False,False
DXbU3-0DCwx,Youth4CAN,Image,-1,outlier_atypical,False,False,0,0.011126,-3.1418139724277396,1.6291333539343311,4.55604945898059,lo,hi,hi,True,False,False,False
DXuf7d6EZeD,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,2,0.005778,-0.6934707932782062,0.5575365944493067,-1.2386055183950537,lo,hi,lo,False,False,False,False
DVAe29YCKEl,NACSO,Image,13,research_dispatch,False,False,1,0.098361,-0.12696127047962025,3.112769473099742,0.4735411087401808,mid,hi,hi,True,False,False,False
DXhn93Tjbxw,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,9,0.016584,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXgfcC4CBh-,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.004216,-0.26062929682930497,-0.7732224623743671,-0.6491469667167866,mid,mid,lo,False,False,False,False
DUx-o2qCL2l,NACSO,Image,10,coexistence_community_livelihoods,False,False,0,0.035129,-0.5937111045798322,1.1420204304617037,-0.9090984016126795,mid,hi,lo,True,False,False,False
DXmxhmVDVZm,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.002482,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DVGf_p2iJ72,NACSO,Carousel,6,policy_governance,False,False,0,0.021077,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DXqj3iSiA-v,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.014053,-0.6981530213536047,-1.2483699148045293,1.7363067082069512,lo,lo,hi,False,False,False,False
DXivehMRBFx,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,1,0.006854,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVvS2FYjO4c,WWF Namibia,Carousel,6,policy_governance,False,False,0,0.005913,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DXhEfFxiKkR,Ministry of Environment Forestry & Tourism,Carousel,6,policy_governance,False,False,0,0.003092,-0.3114791597267433,-0.06717242957284986,0.13379261658103755,mid,mid,mid,False,False,False,False
DU2f6MXjhAG,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.003544,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DUh5k2lAUk4,Save the Rhino Trust Namibia,Carousel,5,species_spotlight_facts,False,False,0,0.004672,0.7698734538362058,0.7810696768991756,-1.2357980498500898,hi,hi,lo,False,False,False,False
DVIyH5WjD2M,WWF Namibia,Video,11,org_update_identity,False,False,0,0.006536,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,True,False,True
DXtx6MkCJiI,Ministry of Environment Forestry & Tourism,Image,24,policy_governance,True,False,0,0.00534,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DVYvpYOjOdh,WWF Namibia,Image,11,org_update_identity,False,False,0,0.003112,-1.8844547150106385,0.8765566936501313,-0.13599456239198435,lo,hi,mid,False,False,False,False
DV8qrmUDGoW,Save the Rhino Trust Namibia,Carousel,-1,outlier_atypical,False,False,0,0.001531,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DVa3opXjgA4,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.004914,0.7398655288244003,2.683294020850775,0.4017276246586501,hi,hi,hi,True,False,False,False
DVF8oQhjpcp,Save the Rhino Trust Namibia,Carousel,5,species_spotlight_facts,False,False,1,0.009505,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DUP4CreEVt1,Save the Rhino Trust Namibia,Video,5,species_spotlight_facts,False,False,0,0.002497,1.0222012037543913,-0.17356891351157305,1.1911379197862408,hi,mid,hi,False,False,False,False
DWny2u3DoHP,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.004753,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,False
DWBK6wwjrgc,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.003625,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DVskknKErzC,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.002256,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DXJwT-bjkEW,Gobabeb Research & Training Centre,Carousel,17,research_dispatch,False,False,0,0.044964,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWQnsyXjpjb,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,True,False,0,0.004269,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWws0QXjeph,Giraffe Conservation Foundation,Image,23,education_youth,False,False,1,0.001049,-1.0034266798238984,0.3666853156646388,0.48872464567723195,lo,mid,hi,False,False,False,False
DVX-MaIDs-A,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,True,False,0,0.003222,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DU8LQZCDHZD,WWF Namibia,Carousel,11,org_update_identity,False,False,0,0.012138,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DWgEfuPDuiu,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.003061,-0.12299296712236407,-0.2825818732147056,-1.2672521581888723,mid,mid,lo,False,False,False,False
DW4bUExGWiB,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.002375,0.7398655288244003,2.683294020850775,0.4017276246586501,hi,hi,hi,False,False,False,False
DXMoBOzDnXM,Gobabeb Research & Training Centre,Carousel,17,research_dispatch,False,False,2,0.03777,1.2018933568084165,1.517577489004219,-0.9087175912894303,hi,hi,lo,False,False,False,False
DXWs260ldFZ,Gobabeb Research & Training Centre,Carousel,27,research_dispatch,False,False,0,0.057554,-0.9308668116835213,-0.5175878307227515,-0.9500074437053421,lo,mid,lo,False,False,False,False
DWrjZFUDvNu,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,6,0.009929,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWmZr1-Ewni,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,False,True,3,0.00734,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DTfkmjZiIqB,NACSO,Image,22,org_update_identity,False,False,0,0.037471,-1.8265668202988072,-0.8042470217239694,-1.1681843365502786,lo,lo,lo,False,False,True,False
DTxc-x1iMoN,NACSO,Carousel,6,policy_governance,False,False,0,-0.002342,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,True
DW4hFLgDm7x,Ministry of Environment Forestry & Tourism,Carousel,30,policy_governance,False,False,0,0.016301,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DRe7J7VjG1W,NACSO,Carousel,22,org_update_identity,False,False,0,0.030445,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,True
DRb4AbSDIld,NACSO,Carousel,22,org_update_identity,False,False,0,0.044496,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DXHaZrliNMl,Ministry of Environment Forestry & Tourism,Image,6,policy_governance,False,False,0,0.006183,-0.7037736608552029,2.118004652989501,-1.617081285219964,lo,hi,lo,False,False,False,False
DXCNPQDCMkN,Ministry of Environment Forestry & Tourism,Image,29,policy_governance,False,False,0,0.00534,-1.8925578068560636,0.8349880706056275,-1.164365376091808,lo,hi,lo,False,False,False,False
DXMfT__iL4g,Ministry of Environment Forestry & Tourism,Carousel,24,policy_governance,True,False,0,0.031478,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXHih5GiFjt,Ministry of Environment Forestry & Tourism,Image,29,policy_governance,True,False,0,0.009837,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DXCM5WvCK1G,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.009556,-0.598627708503894,1.1029263952622284,1.7273563775437817,mid,hi,hi,False,False,False,False
DSJ-pEaCZpG,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,True,3,0.006042,-0.5937111045798322,1.1420204304617037,-0.9090984016126795,mid,hi,lo,False,False,False,False
DXOusaviOJN,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.007589,0.6322371241292649,0.2904290877395143,-0.617692858378004,hi,mid,lo,False,False,False,False
DSRtCbRj9Wv,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,2,0.003303,0.4174769340216728,0.779524003072882,0.34162687652604884,hi,hi,mid,False,False,False,False
DSJ-qKtlVzK,Save the Rhino Trust Namibia,Video,5,species_spotlight_facts,False,False,0,0.004108,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DXcTP6pCFgr,Ministry of Environment Forestry & Tourism,Video,33,coexistence_community_livelihoods,False,False,0,0.005902,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,True,False,False,False
DSetnWpEdUz,Save the Rhino Trust Namibia,Image,5,species_spotlight_facts,False,False,0,0.000886,-2.0304285124116674,2.111159955500327,-0.884717632065266,lo,hi,lo,False,False,False,False
DXLzm_7CPil,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,1,0.007589,-1.7340795392634896,2.5218029709153718,-0.927884476352978,lo,hi,lo,False,False,False,False
DXb9mmtiBmy,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.003373,-0.8900600777280103,0.7313774150466587,-0.8659315573249674,lo,hi,lo,False,False,False,False
DXPSz7wCFzY,Ministry of Environment Forestry & Tourism,Video,-1,outlier_atypical,False,False,0,0.003654,-1.406501553065051,0.867920437754182,2.044601092027312,lo,hi,hi,False,False,False,False
DRPdL0MjNdg,Desert Lion Conservation Trust,Carousel,7,education_youth,False,True,5,0.065709,-1.5649798206576253,-0.8188944625555621,1.808120192288482,lo,lo,hi,False,False,False,False
DXfEn4XjoXB,Desert Lion Conservation Trust,Image,21,wildlife_series_broadcast,False,False,0,0.026771,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DWI5Bgrijl6,Namibia Youth Chamber of Environment,Image,20,commemoration_awareness,False,False,0,0.006143,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,True,False,False,False
DQrx5BLD64o,Save the Rhino Trust Namibia,Image,11,org_update_identity,False,False,0,0.002336,-0.6934707932782062,0.5575365944493067,-1.2386055183950537,lo,hi,lo,False,False,False,False
DWoX4BUCpCZ,Namibia Youth Chamber of Environment,Carousel,-1,outlier_atypical,False,False,0,0.0086,1.210818042130532,-0.5081207568799943,0.3820313155280009,hi,mid,hi,False,False,False,False
DWlbimAChbY,Namibia Youth Chamber of Environment,Image,16,education_youth,False,False,0,0.0086,-2.2597214389715576,1.0776041533727725,0.43225125632426914,lo,hi,hi,True,False,False,False
DWLzna6im7B,Namibia Youth Chamber of Environment,Image,20,commemoration_awareness,False,False,0,0.009214,-1.689243612815716,0.23748568570876022,0.4036046165304505,lo,mid,hi,True,False,False,False
DRJmoBPDER3,NACSO,Video,6,policy_governance,False,False,0,0.044496,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DWYsdYrCvaE,Namibia Youth Chamber of Environment,Image,11,org_update_identity,False,True,3,0.035627,-4.006440996000189,0.45657212459860047,3.977967896187208,lo,hi,hi,False,False,False,False
DWOYeqICgEF,Namibia Youth Chamber of Environment,Image,20,commemoration_awareness,False,False,0,0.007985,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,True,False,False,False
DWV5l8TCp7a,Namibia Youth Chamber of Environment,Image,20,commemoration_awareness,False,False,0,0.013514,-3.014049262191908,3.8715199847792388,4.000471673862822,lo,hi,hi,True,False,False,False
DQmoSzej7Cs,Save the Rhino Trust Namibia,Carousel,5,species_spotlight_facts,False,False,0,0.004833,1.2595972221597065,0.9015555116604851,0.9025398450965296,hi,hi,hi,False,False,False,False
DRKRMspjOJr,NACSO,Carousel,6,policy_governance,False,False,0,-0.002342,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DQmVJK-ji6U,Save the Rhino Trust Namibia,Video,5,species_spotlight_facts,False,False,0,0.003625,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DRPZSnICLAt,NACSO,Carousel,6,policy_governance,False,False,0,0.037471,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DXJOpNMFqRt,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.003405,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DXwfTUBjkcO,Cheetah Conservation Fund,Carousel,28,org_update_identity,False,True,10,0.016666,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DQ8u1Tdjfxy,Save the Rhino Trust Namibia,Video,-99,outlier_atypical,True,False,0,0.002014,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DW1KVyzCmTL,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,False,0,0.018428,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DQvufAaFCLQ,Save the Rhino Trust Namibia,Video,-99,outlier_atypical,True,False,0,0.003303,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DROvNLoDNmc,Namibia Nature Foundation,Carousel,6,policy_governance,False,False,0,0.014723,-1.4099224168350777,2.6322583239635144,-1.9586819482745168,lo,hi,lo,False,False,False,False
DQoIHPqDDxC,WWF Namibia,Video,9,coexistence_community_livelihoods,False,False,0,0.00996,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,False
DW9k8REk6pa,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001551,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,True,False,False
DW-3Ni3gdfG,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,2,0.00563,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DRC9C5yCNUK,Save the Rhino Trust Namibia,Image,-1,outlier_atypical,False,False,2,0.002819,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DRNXF-BgS9b,Save the Rhino Trust Namibia,Video,5,species_spotlight_facts,False,False,2,0.004753,2.4766207655466883,2.075662414822509,-0.09680351848622652,hi,hi,mid,False,False,False,False
DXxKLyiGcYl,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,4,0.004749,1.5837543445881184,1.012010864708628,-0.12825762682500913,hi,hi,mid,False,False,False,False
DXGjtBPFtcW,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.004382,0.16128461082313314,3.4818438654702835,-0.5979965492473548,mid,hi,lo,False,False,False,False
DXEY-ltlqzA,N/a'an ku se Foundation,Image,22,org_update_identity,False,False,0,0.006,0.392770422855686,1.3310309639094526,0.9743533291780603,hi,hi,hi,False,False,True,False
DWn1ukqCqP6,Namibia Youth Chamber of Environment,Carousel,-1,outlier_atypical,False,False,1,0.038698,-5.022545638525756,0.7799745167879465,5.36369739720494,lo,hi,hi,False,False,False,False
DXO2wrHFpDS,N/a'an ku se Foundation,Carousel,7,education_youth,False,False,0,0.002562,-1.134271873454833,1.5296160191314414,2.558081346063675,lo,hi,hi,False,False,False,False
DXbYa58lhWu,N/a'an ku se Foundation,Carousel,-1,outlier_atypical,False,False,1,0.008529,2.4766207655466883,2.075662414822509,-0.09680351848622652,hi,hi,mid,False,False,False,False
DXWIgNFloaI,N/a'an ku se Foundation,Carousel,7,education_youth,False,True,3,0.016585,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DXMHXGjlv3g,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,1,0.00209,0.8275773191874953,0.1650476995554419,0.5754593865358703,hi,mid,hi,False,False,False,False
DVwU7pzDM_m,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,4,0.004644,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DV6oG8iDJKi,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.002546,-0.9308668116835213,-0.5175878307227515,-0.9500074437053421,lo,mid,lo,False,False,False,False
DVomlnGjA8A,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,4,0.011149,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWHgHlgj4h3,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,3,0.008388,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWCWeXDDvpY,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,0,0.004858,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,True
DWUYKewCPZI,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,0,0.004879,0.19939562768036342,1.621188144563188,-1.207151410056271,mid,hi,lo,False,False,False,False
DV1ejcrjD4w,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,4,0.017248,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWZhpaAj9mI,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,2,0.00657,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWMpye-jTwn,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,0,0.002076,-0.46075700294828953,-0.17324548963247133,1.4477086335172396,mid,mid,hi,False,False,False,False
DR2Pq0aDO16,AfriCat Foundation,Video,13,research_dispatch,False,False,1,0.01047,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,False
DSpvIk3DMXZ,AfriCat Foundation,Video,25,research_dispatch,False,False,0,0.002968,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DXe7m2rEo4m,Cheetah Conservation Fund,Carousel,28,org_update_identity,False,True,6,0.012924,-0.26062929682930497,-0.7732224623743671,-0.6491469667167866,mid,mid,lo,False,False,False,False
DXr5rGXmV5m,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,6,0.016048,-0.8819569858825854,0.7729460380911624,0.1624392563748562,lo,hi,mid,False,False,False,False
DWqKBa7j5v4,N/a'an ku se Foundation,Image,1,ecotourism_aesthetic,False,False,0,0.001685,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DW3oE3qFjbF,N/a'an ku se Foundation,Carousel,7,education_youth,True,True,4,0.020833,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWjZfpulh0r,N/a'an ku se Foundation,Carousel,-1,outlier_atypical,False,True,5,0.015877,0.7676736781046339,2.383106358483873,-0.5859030029751764,hi,hi,lo,False,False,False,True
DSVJ6XUDP5G,AfriCat Foundation,Carousel,25,research_dispatch,False,False,0,0.005829,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DWZose4CUA7,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,1,0.00273,-0.3114791597267433,-0.06717242957284986,0.13379261658103755,mid,mid,mid,False,True,False,False
DWs8j4KATCm,N/a'an ku se Foundation,Carousel,7,education_youth,False,False,2,0.009641,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DS2oMpeDIjB,AfriCat Foundation,Video,25,research_dispatch,False,True,13,0.118085,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DVeTWHdlzyU,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,3,0.007104,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DTGPqHUjOPo,AfriCat Foundation,Video,13,research_dispatch,False,True,5,0.032004,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,False
DW6aWEHllsp,N/a'an ku se Foundation,Image,22,org_update_identity,False,False,0,0.000775,-2.2597214389715576,1.0776041533727725,0.43225125632426914,lo,hi,hi,False,False,False,False
DU-bZq3inWr,Namibia Youth Chamber of Environment,Carousel,27,research_dispatch,False,False,2,0.011057,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DUtYO6nDaS4,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,False,False,2,0.007019,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DWn5r-flixF,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,False,0,0.009944,2.152463643118276,1.9652070617743664,0.9339939534353122,hi,hi,hi,False,False,False,False
DWa0GEIgUev,N/a'an ku se Foundation,Image,22,org_update_identity,False,False,0,0.00118,-2.1299538252613783,-0.24013635456643073,-0.8757673014020966,lo,mid,lo,False,False,True,False
DXpWrXrDEJt,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,15,0.020003,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DW5xIWgllJY,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,2,0.009708,2.585070763718514,2.401260479005053,1.1849950576680353,hi,hi,hi,False,False,False,False
DU_ZzNqDJmc,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,8,0.007875,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVMRx8yCMbB,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,3,0.007233,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DWrjZUMCXX9,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001652,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,True,False,False
DVRbYULjY8q,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,2,0.007639,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVjc9hvjaPy,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,4,0.009116,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXZhne-jWEN,Cheetah Conservation Fund,Carousel,18,rescue_intervention,False,True,15,0.04472,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DVa5zYsCm_O,Namibia Youth Chamber of Environment,Image,-1,outlier_atypical,True,False,0,0.012285,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,True,False,False,False
DSAiXtljEJ3,AfriCat Foundation,Video,13,research_dispatch,False,False,0,0.004264,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DVWk_9XDbv8,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,1,0.003424,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DTQXoYHDNgM,AfriCat Foundation,Video,13,research_dispatch,False,False,0,0.005937,0.07163091744453173,-0.6211984862817205,-0.6515736249385015,mid,mid,lo,False,False,False,False
DVEjcvgj1xY,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,8,0.011705,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DU6QOvFk9xX,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,9,0.007404,-0.6934707932782062,0.5575365944493067,-1.2386055183950537,lo,hi,lo,False,False,False,False
DXuRr8pGfJ_,Cheetah Conservation Fund,Carousel,-1,outlier_atypical,False,True,6,0.00971,-0.8819569858825854,0.7729460380911624,0.1624392563748562,lo,hi,mid,False,True,False,False
DViTTw0CueE,Namibia Youth Chamber of Environment,Carousel,-1,outlier_atypical,False,False,0,0.009214,-1.1193530042879007,-0.30217838708089606,0.4510373310645676,lo,mid,hi,False,False,False,False
DXca0cil6Mk,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,9,0.014989,1.4482140605358471,0.5670036682920638,0.09343324083828944,hi,hi,mid,True,False,False,False
DXVdVqvGBrZ,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,13,0.015448,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DSFsknpDGEy,AfriCat Foundation,Video,13,research_dispatch,False,True,3,0.006099,-0.9898197664263845,0.14689357903426178,-1.1954386741073415,lo,mid,lo,False,False,False,False
DVtL7Z1Cgjg,Namibia Youth Chamber of Environment,Image,-1,outlier_atypical,False,False,0,0.022727,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DVtRIKfigl2,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,False,2,0.050369,-2.2711285766374996,-0.3046407915815484,1.4665195292339293,lo,mid,hi,False,False,False,False
