Post_ID,src_org,place,place_type,source
DXbqi4PDIfu,ehranamibia,the London Marathon,FAC,spacy
DU81AbnCf5j,naankuse_foundation,Epukiro,GPE,spacy
DU81AbnCf5j,naankuse_foundation,Epukiro,GPE,spacy
DRDKx7WjEV0,giraffe_conservation,Uganda,GPE,spacy
DVteIrHkpr9,ccfcheetah,Somaliland,GPE,spacy
DVteIrHkpr9,ccfcheetah,Somaliland,GPE,spacy
DQ2L-kBgaVr,giraffe_conservation,Africa,LOC,spacy
DQ96W0vD9A5,giraffe_conservation,Zambia,GPE,spacy
DQ96W0vD9A5,giraffe_conservation,Luangwa Valley,LOC,spacy
DQ96W0vD9A5,giraffe_conservation,valley,LOC,spacy
DVqtQN1Deaf,ccfcheetah,Centre,GPE,spacy
DVqtQN1Deaf,ccfcheetah,Centre,GPE,spacy
DVe15yLj6YW,ccfcheetah,Somaliland,GPE,spacy
DRIGtULDGKm,giraffe_conservation,Kedong,GPE,spacy
DRIGtULDGKm,giraffe_conservation,Kenya,GPE,spacy
DRIGtULDGKm,giraffe_conservation,Lake Naivasha,GPE,spacy
DRIGtULDGKm,giraffe_conservation,Nairobi National Park,FAC,spacy
DRIGtULDGKm,giraffe_conservation,Kedong,GPE,spacy
DVRbbXIiHaN,naankuse_foundation,Africa,LOC,spacy
DVSdPEfDGlm,ccfcheetah,the Model Farm,FAC,spacy
DQpT_FHjeeA,giraffe_conservation,Etosha National Park,FAC,spacy
DQr4xc2jBxf,giraffe_conservation,Zambia,GPE,spacy
DQr4xc2jBxf,giraffe_conservation,Zambia,GPE,spacy
DQr4xc2jBxf,giraffe_conservation,Zambia,GPE,spacy
DQr4xc2jBxf,giraffe_conservation,Zambia,GPE,spacy
DV8bdWGGfP1,ehranamibia,Ugab River,LOC,spacy
DV3ir46kge2,ehranamibia,Earth,LOC,spacy
DWRTGNGlQCt,ongavagamereserve,Sandgrouse,GPE,spacy
DWRTGNGlQCt,ongavagamereserve,Sandgrouse,GPE,spacy
DWGywKJiuW1,namibia_nature_foundation,Warmbad,GPE,spacy
DUtUiVNjyqn,ccfcheetah,Africa,LOC,spacy
DVGseIDDyuy,ccfcheetah,Kunene Region,GPE,spacy
DVGseIDDyuy,ccfcheetah,Somaliland,GPE,spacy
DVPx65yjFAk,ccfcheetah,Somaliland,GPE,spacy
DUwbUUNj_NO,ccfcheetah,Kelce,GPE,spacy
DVKnOCFkeoh,ccfcheetah,Eastern Communal Conservancies,FAC,spacy
DVKnOCFkeoh,ccfcheetah,Data Platform,FAC,spacy
DWlx5zxDR9z,namibia_nature_foundation,𝐵𝑖𝑜𝑑𝑖𝑣𝑒𝑟𝑠𝑖𝑡𝑦,GPE,spacy
DWlx5zxDR9z,namibia_nature_foundation,Malawi,GPE,spacy
DWlx5zxDR9z,namibia_nature_foundation,Trinidad,GPE,spacy
DXGuQgdClUM,namibia_nature_foundation,Africa,LOC,spacy
DRh9fYtF7oD,giraffe_conservation,Kenya,GPE,spacy
DQkKY5FCLco,giraffe_conservation,Africa,LOC,spacy
DQkKY5FCLco,giraffe_conservation,Africa,LOC,spacy
DVDHgPFCJDL,ongavagamereserve,valley,LOC,spacy
DWYWQYjjZtc,gobabeb,B.Sc.,GPE,spacy
DWipTbxDK8S,gobabeb,the Kuiseb River,LOC,spacy
DWgIriWDQxg,gobabeb,the Namib Sand Sea,FAC,spacy
DVgC6V2ioa5,gobabeb,the Namib Sand Sea,FAC,spacy
DVgC6V2ioa5,gobabeb,the Namib-Naukluft National Park,FAC,spacy
DVgC6V2ioa5,gobabeb,the Namib-Naukluft National Park,FAC,spacy
DR1lAl1DNyj,wwfnamibia,Earth,LOC,spacy
DR1lAl1DNyj,wwfnamibia,Protecting Namibia’s,FAC,spacy
DVtYmYXDoF9,gobabeb,the Namib Desert,FAC,spacy
DRoh4CgjIdg,wwfnamibia,WWF Namibia,GPE,spacy
DRoh4CgjIdg,wwfnamibia,LinkedIn,GPE,spacy
DV1DmH0CkLB,gobabeb,the Skeleton Coast,LOC,spacy
DSSZ_zZjCkl,wwfnamibia,Africa,LOC,spacy
DSVAuMcDEaR,wwfnamibia,the Zambezi Region,LOC,spacy
DVOUUsFiHNk,namibia_nature_foundation,Gariep Centre of Endemism,FAC,spacy
DRZpsCYDKQo,wwfnamibia,WWF Namibia,GPE,spacy
DRZpsCYDKQo,wwfnamibia,Ondangwa,GPE,spacy
DRZpsCYDKQo,wwfnamibia,Simonia,GPE,spacy
DRZpsCYDKQo,wwfnamibia,Simonia,GPE,spacy
DRjpDiHjHFV,wwfnamibia,WWF Namibia’s,FAC,spacy
DRjpDiHjHFV,wwfnamibia,Bwabwata National Park,FAC,spacy
DVlOuZXjkcq,gobabeb,Adenia,GPE,spacy
DVlOuZXjkcq,gobabeb,Adenia,GPE,spacy
DVOGgyQDCdJ,gobabeb,Belgium,GPE,spacy
DVOGgyQDCdJ,gobabeb,Welwitschia,GPE,spacy
DUi1DKFEswt,ccfcheetah,Somaliland,GPE,spacy
DUamruyjIvp,ehranamibia,AWCT,GPE,spacy
DUq4ZLtj73l,ccfcheetah,the Waterberg Plateau,LOC,spacy
DU_BedZDHK_,ehranamibia,Okongwe,GPE,spacy
DUlJ-T9DMsS,ehranamibia,Khorixas,GPE,spacy
DVan0V-iFrF,namibia_nature_foundation,Gobabis,GPE,spacy
DVan0V-iFrF,namibia_nature_foundation,Omaheke Region,GPE,spacy
DTe7EkljNLD,wwfnamibia,Bolivia,GPE,spacy
DWGMzA5iEYq,namibia_nature_foundation,Kabbe,GPE,spacy
DWGMzA5iEYq,namibia_nature_foundation,the Kabbe Sub-Khuta,FAC,spacy
DVqFzwkiKC1,namibia_nature_foundation,Mangarangandja,GPE,spacy
DQwc21VjCay,wwfnamibia,WWF Namibia,FAC,spacy
DTz6o0ADgsG,ongavagamereserve,Ongava Lodge,FAC,spacy
DROlo6ODMZ2,wwfnamibia,WWF Namibia,FAC,spacy
DTu6OvXDGvb,ehranamibia,the Okongwe Garden Project,FAC,spacy
DTu6OvXDGvb,ehranamibia,Education Centre,FAC,spacy
DTu6OvXDGvb,ehranamibia,@zooberlin,GPE,spacy
DUDwkx3CoSw,gobabeb,Africa,LOC,spacy
DTQJTa4DCHb,ehranamibia,Ramen,GPE,spacy
DTQJTa4DCHb,ehranamibia,Contact,GPE,spacy
DT-LDRWDLjo,ehranamibia,Khorixas,GPE,spacy
DUIs9smjU9U,gobabeb,Messum,FAC,spacy
DUFkxsrAbe6,gobabeb,Africa,LOC,spacy
DUFkxsrAbe6,gobabeb,the Tropic of Capricorn,FAC,spacy
DTZwVuyDPzv,ehranamibia,Ondjamba Hills,GPE,spacy
DS8gr-cjs7N,ongavagamereserve,Ongava,GPE,spacy
DUlFFvqlza-,gobabeb,the Kuiseb River,LOC,spacy
DUSPBlNAdD2,gobabeb,Africa,LOC,spacy
DR_9tu4DEa9,wwfnamibia,Independence Beach,FAC,spacy
DR_9tu4DEa9,wwfnamibia,Langstrand,GPE,spacy
DRwLY29iqCu,namibia_nature_foundation,People and Wildlife,GPE,spacy
DRwLY29iqCu,namibia_nature_foundation,Africa,LOC,spacy
DRwLY29iqCu,namibia_nature_foundation,WWF Namibia,FAC,spacy
DRwLY29iqCu,namibia_nature_foundation,IWT,GPE,spacy
DTZ8t_rjf0K,gobabeb,Huntley,GPE,spacy
DTZ8t_rjf0K,gobabeb,B.J.,GPE,spacy
DTP7j3RDHLk,gobabeb,Vianda,GPE,spacy
DTP7j3RDHLk,gobabeb,Agriculture,GPE,spacy
DTP7j3RDHLk,gobabeb,Vianda,GPE,spacy
DTczhoqCMi3,gobabeb,Jena,GPE,spacy
DTczhoqCMi3,gobabeb,Germany,GPE,spacy
DTsjxydDrqm,gobabeb,earth,LOC,spacy
DRUeLV4kVdA,namibia_nature_foundation,Bio,GPE,spacy
DSHS8tCjoMU,ongavagamereserve,Safaris,GPE,spacy
DTxnqemDkJW,gobabeb,Swakop River,LOC,spacy
DTxnqemDkJW,gobabeb,Swakop River,LOC,spacy
DSMjgNigije,ongavagamereserve,Etosha National Park,FAC,spacy
DSMjgNigije,ongavagamereserve,Africa,LOC,spacy
DSMjgNigije,ongavagamereserve,mopane woodland,GPE,spacy
DU2k5TgCEm4,ongavagamereserve,Mopane,LOC,spacy
DU2k5TgCEm4,ongavagamereserve,woodland,GPE,spacy
DRkDGmqil3i,namibia_nature_foundation,WWF Namibia,LOC,spacy
DW3h9rpioLY,gobabeb,the Namib Desert,FAC,spacy
DUGAYhbjqCg,savetherhinonamibia,Strong,GPE,spacy
DU3V6-wjMVm,wwfnamibia,Effective Area,LOC,spacy
DW6RMLZinP8,gobabeb,the Namib Sand Sea,FAC,spacy
DXbqlj7CmfU,namyouthchamber,Earth,LOC,spacy
DXodK1uCjQS,namyouthchamber,Khomasdal,GPE,spacy
DRzYNeKCo0L,gobabeb,the Namib Desert’s,LOC,spacy
DSMVuCOCTl_,gobabeb,the Namib Desert,GPE,spacy
DRKTe9SitKH,namibia_nature_foundation,Samantha Matjila,GPE,spacy
DRKPnfYCp6K,namibia_nature_foundation,the Kunene River Mouth,LOC,spacy
DRCbRmxja_O,namibia_nature_foundation,Kavango Region,GPE,spacy
DT2HsqsjWhH,nacso_namibia1,Africa,LOC,spacy
DRTyj6qimZ8,namibia_nature_foundation,Lithops,GPE,spacy
DRTyj6qimZ8,namibia_nature_foundation,Lapidaria,GPE,spacy
DSZ25aFj-dD,gobabeb,TOAD HARE,GPE,spacy
DXUv-0KjLn4,giraffe_conservation,Africa,LOC,spacy
DV84SaljvmX,africat_foundation,Africa,LOC,spacy
DVbcgVLDPGM,africat_foundation,Khoekhoegowab,LOC,spacy
DVbcgVLDPGM,africat_foundation,Damara,GPE,spacy
DVbcgVLDPGM,africat_foundation,Nama,GPE,spacy
DVRGvV1DNZT,africat_foundation,Orphan,GPE,spacy
DXofbb7Dbv5,gobabeb,the Namib Desert,GPE,spacy
DVykjIEDLEb,africat_foundation,Malaki,GPE,spacy
DVykjIEDLEb,africat_foundation,Lozi,GPE,spacy
DVykjIEDLEb,africat_foundation,Malaki,GPE,spacy
DXKc58qjZ0A,giraffe_conservation,Angolan,GPE,spacy
DXKc58qjZ0A,giraffe_conservation,@universitycollegedublin,GPE,spacy
DXoAP_2lqoE,naankuse_foundation,Rehoboth,GPE,spacy
DW6x4dRjNxf,africat_foundation,pangolin,GPE,spacy
DW6x4dRjNxf,africat_foundation,pangolin,GPE,spacy
DW6x4dRjNxf,africat_foundation,Pangolin,GPE,spacy
DW6x4dRjNxf,africat_foundation,pangolin,GPE,spacy
DWtzXr8ODrc,africat_foundation,Mawenzi,GPE,spacy
DWtzXr8ODrc,africat_foundation,Mawenzi,GPE,spacy
DXwqAO0Fugv,naankuse_foundation,Omaheke Region,GPE,spacy
DXwqAO0Fugv,naankuse_foundation,San communities,GPE,spacy
DVLyohjjzzO,nacso_namibia1,Clarifying,GPE,spacy
DXUcLv_jGa4,africat_foundation,the Namib Desert,LOC,spacy
DXbSvspFoHk,savetherhinonamibia,n’t,GPE,spacy
DXgcXcbFpJy,savetherhinonamibia,Ugab Camp,FAC,spacy
DXpCdUhjNBm,africat_foundation,Africa,LOC,spacy
DVQP4NojqaK,harnaswildlifefoundation,Harnas Guest Farm,FAC,spacy
DVc6DMtjoUk,harnaswildlifefoundation,San,LOC,spacy
DVF8tnJDu1d,harnaswildlifefoundation,San culture,GPE,spacy
DWf9kn4Dsd8,harnaswildlifefoundation,Harnas Wildlife Sanctuary,FAC,spacy
DUz7FfoDqtk,harnaswildlifefoundation,San artisans,GPE,spacy
DWGNnrpDtYm,harnaswildlifefoundation,Impala,GPE,spacy
DWGNnrpDtYm,harnaswildlifefoundation,Harnas Wildlife Sanctuary,FAC,spacy
DViKhngjjX9,harnaswildlifefoundation,Harnas Guest Farm,FAC,spacy
DU5EsvWjsxF,harnaswildlifefoundation,a Human-Wildlife Conflict Workshop,FAC,spacy
DU5EsvWjsxF,harnaswildlifefoundation,Harnas,GPE,spacy
DU-OQhPjn88,harnaswildlifefoundation,Harnas,GPE,spacy
DWN8CmPDmjg,harnaswildlifefoundation,Harnas,GPE,spacy
DWYPQRHjtlS,harnaswildlifefoundation,the Omaheke Region,GPE,spacy
DWTFsBgjvPD,harnaswildlifefoundation,San,LOC,spacy
DWTFsBgjvPD,harnaswildlifefoundation,Harnas,GPE,spacy
DWTFsBgjvPD,harnaswildlifefoundation,San community,GPE,spacy
DWBEEBWjifc,harnaswildlifefoundation,Harnas,GPE,spacy
DV76dOJjpxd,harnaswildlifefoundation,San community,GPE,spacy
DXuDcJQiA2H,ministry_of_environment_nam,the Kavango West,LOC,spacy
DXuDcJQiA2H,ministry_of_environment_nam,UNDP Namibia,FAC,spacy
DXYu82YCEDr,youth4can_namibia,Africa,LOC,spacy
DXb98OkiLtY,ministry_of_environment_nam,the United States of America,GPE,spacy
DXb98OkiLtY,ministry_of_environment_nam,the United States,GPE,spacy
DWerOqzAbIP,giraffe_conservation,Northwest Namibia,GPE,spacy
DWerOqzAbIP,giraffe_conservation,Africa,LOC,spacy
DWerOqzAbIP,giraffe_conservation,Angolan,GPE,spacy
DRSKePSDN6A,africat_foundation,pangolin,GPE,spacy
DWzDJHOkk7W,ccfcheetah,the Serengeti Park,FAC,spacy
DWzDJHOkk7W,ccfcheetah,Hodenhagen,GPE,spacy
DWzDJHOkk7W,ccfcheetah,Germany,GPE,spacy
DWzDJHOkk7W,ccfcheetah,Somaliland,GPE,spacy
DWn68aHCAaP,ministry_of_environment_nam,Marungu,GPE,spacy
DWn68aHCAaP,ministry_of_environment_nam,the Kavango East Region,LOC,spacy
DW4f5mjjpGm,ministry_of_environment_nam,Walvis Bay Landfill,LOC,spacy
DW4f5mjjpGm,ministry_of_environment_nam,the Walvis Bay Municipality,LOC,spacy
DWoNu2YiMLw,ministry_of_environment_nam,Marungu,GPE,spacy
DUYx4VLDCYU,harnaswildlifefoundation,Harnas,GPE,spacy
DUr-88XjjJb,harnaswildlifefoundation,Harnas Guest Farm,FAC,spacy
DWI6-PhCgDu,namyouthchamber,Kavango East,LOC,spacy
DWI6-PhCgDu,namyouthchamber,Kavango West,GPE,spacy
DWlUKAsCBNC,ministry_of_environment_nam,Canyon Nature Park,FAC,spacy
DWlUKAsCBNC,ministry_of_environment_nam,Effective Area,LOC,spacy
DUvvTWQjyn4,harnaswildlifefoundation,Harnas,GPE,spacy
DVcrAuRjsnE,ccfcheetah,Kalkfeld,GPE,spacy
DVBpQ6sjE5H,africat_foundation,Earth,LOC,spacy
DVBpQ6sjE5H,africat_foundation,Africa,LOC,spacy
DVBpQ6sjE5H,africat_foundation,Asia,LOC,spacy
DVBpQ6sjE5H,africat_foundation,pangolin,GPE,spacy
DV_qawHEpSw,ccfcheetah,Brazil,GPE,spacy
DV_qawHEpSw,ccfcheetah,Zimbabwe,GPE,spacy
DU3rabWkYrT,naankuse_foundation,Epukiro,GPE,spacy
DU3rabWkYrT,naankuse_foundation,Omaheke Region,GPE,spacy
DQxCVcNj9Cw,giraffe_conservation,Koushik Chatterjee - Thank,FAC,spacy
DQvrtOYjDeU,giraffe_conservation,Kenya,GPE,spacy
DQvrtOYjDeU,giraffe_conservation,Naivasha,GPE,spacy
DQvrtOYjDeU,giraffe_conservation,Nairobi National Park,FAC,spacy
DQvrtOYjDeU,giraffe_conservation,Naivasha,GPE,spacy
DRP79xHj7NN,giraffe_conservation,@cheyennemountainzoo,GPE,spacy
DRP79xHj7NN,giraffe_conservation,Colorado,GPE,spacy
DRP79xHj7NN,giraffe_conservation,USA,GPE,spacy
DXOrcNijX05,eif_namibia,Washington,GPE,spacy
DXOrcNijX05,eif_namibia,D.C.,GPE,spacy
DWdxehuCDJo,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DWdkN4BiJyf,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DWdkN4BiJyf,ministry_of_environment_nam,Ombika Sports Field,FAC,spacy
DWef2hPCOlX,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DWef2hPCOlX,ministry_of_environment_nam,"Etosha National Park, Hardap National Park",FAC,spacy
DUggUj0iE_S,naankuse_foundation,Strong,GPE,spacy
DWd8TPlCGNF,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DQtsfnrES6W,eif_namibia,Belém,GPE,spacy
DQtsfnrES6W,eif_namibia,Brazil,GPE,spacy
DSqL_CYjCQI,wwfnamibia,WWF Namibia,FAC,spacy
DSjukI4jv4D,harnaswildlifefoundation,the Omaheke Region,GPE,spacy
DS2LnHADquv,harnaswildlifefoundation,Harnas,GPE,spacy
DS2LnHADquv,harnaswildlifefoundation,San,GPE,spacy
DTINIX7jsOm,harnaswildlifefoundation,Harnas,GPE,spacy
DVlqdpuofJi,ministry_of_environment_nam,Africa,LOC,spacy
DVqA9lQCMB3,ministry_of_environment_nam,Zambezi Region,GPE,spacy
DSo4NOsDnRq,harnaswildlifefoundation,Harnas Guest Farm’s,FAC,spacy
DWEYm7riHPW,ministry_of_environment_nam,the Hardap Resort,LOC,spacy
DWEYm7riHPW,ministry_of_environment_nam,the Hardap Region,LOC,spacy
DWD4O7tiJcr,ministry_of_environment_nam,Kavango East Region,LOC,spacy
DWD4O7tiJcr,ministry_of_environment_nam,Kavango East Regional,LOC,spacy
DVgLWW3CIDY,ministry_of_environment_nam,Zambezi Region,GPE,spacy
DTkNTvlF3zS,gobabeb,the United Kingdom,GPE,spacy
DTK_tKrDXs3,ehranamibia,Southern Kunene Region,LOC,spacy
DTK_tKrDXs3,ehranamibia,Namibia 📩 Interested,GPE,spacy
DTSgXWbDah5,gobabeb,Nara,GPE,spacy
DTSgXWbDah5,gobabeb,the Namib Desert,FAC,spacy
DRT5_MkDmVi,harnaswildlifefoundation,Harnas Guest Farm,FAC,spacy
DROwWkzAbdm,harnaswildlifefoundation,the Omaheke Region,GPE,spacy
DQ3lMB-CH-Q,gobabeb,Acnephalomyia,GPE,spacy
DQ3lMB-CH-Q,gobabeb,Asilidae,GPE,spacy
DQtEQWBjmNA,harnaswildlifefoundation,San,LOC,spacy
DQtEQWBjmNA,harnaswildlifefoundation,San family,GPE,spacy
DQtEQWBjmNA,harnaswildlifefoundation,Harnas,GPE,spacy
DWk1d0DDHm-,oceanconservationnamibia,Walvis Bay  Entanglements,FAC,spacy
DQ4Hgt0jmeW,harnaswildlifefoundation,Wildlife Sanctuary,GPE,spacy
DQ6lpEcAAZE,gobabeb,the Namib Desert,LOC,spacy
DQrRbjNDa8w,gobabeb,the White Sand Dunes,FAC,spacy
DWlb2t7FEje,oceanconservationnamibia,kayak,GPE,spacy
DQ_hYO8jUi7,gobabeb,the Namib Sand Sea,FAC,spacy
DScZSW5jCsp,ehranamibia,Taiwin,GPE,spacy
DQoIZkHDhRS,harnaswildlifefoundation,Nick,GPE,spacy
DQoIZkHDhRS,harnaswildlifefoundation,Epukiro,GPE,spacy
DQoIZkHDhRS,harnaswildlifefoundation,Nick,GPE,spacy
DS7R0D8DCQb,ehranamibia,Christin,GPE,spacy
DVMf89JiGPo,ministry_of_environment_nam,the Omaheke Region,GPE,spacy
DUHugIJCJJQ,ministry_of_environment_nam,Russia,GPE,spacy
DVO6X1fiLN9,ministry_of_environment_nam,Kunene Region,GPE,spacy
DVO6X1fiLN9,ministry_of_environment_nam,Kunene Region,GPE,spacy
DVO6X1fiLN9,ministry_of_environment_nam,the Skeleton Coast Park,LOC,spacy
DVRF9_RCMyN,ministry_of_environment_nam,the Omaheke Region,GPE,spacy
DVRF9_RCMyN,ministry_of_environment_nam,the Omaheke Region,GPE,spacy
DRl7hUtgW--,harnaswildlifefoundation,San,GPE,spacy
DRR08Jyiog6,namibia_nature_foundation,Chetto,GPE,spacy
DRR08Jyiog6,namibia_nature_foundation,Bwabwata National Park,FAC,spacy
DR39HtJgmv4,harnaswildlifefoundation,Harnas Guest Farm,FAC,spacy
DRzSbhZDEfq,ehranamibia,Conservation Namibia,LOC,spacy
DR1YTLCDIz2,harnaswildlifefoundation,Harnas,GPE,spacy
DSkSa6hET9N,gobabeb,Santa,GPE,spacy
DWOcsnUDIpz,oceanconservationnamibia,Seattle,GPE,spacy
DSnBI6rCHzY,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DSnBI6rCHzY,ministry_of_environment_nam,Namutoni Resort,FAC,spacy
DSS-iu4jtyt,ministry_of_environment_nam,EIF Namibia,FAC,spacy
DSS-iu4jtyt,ministry_of_environment_nam,the Oshivelo Road Traffic Checkpoint,FAC,spacy
DTQjJL5iIl2,ministry_of_environment_nam,Canada,GPE,spacy
DTQjJL5iIl2,ministry_of_environment_nam,Germany,GPE,spacy
DTrvR10CNL6,ministry_of_environment_nam,the Namib-Naukluft Park,FAC,spacy
DTrvR10CNL6,ministry_of_environment_nam,the Namib Sand Sea,FAC,spacy
DT_tR4nCL1l,ministry_of_environment_nam,Environmental Stewardship,LOC,spacy
DT_tR4nCL1l,ministry_of_environment_nam,the Republic of Namibia,GPE,spacy
DT5U_tKCLTG,ministry_of_environment_nam,Africa,LOC,spacy
DUqU3urCOlq,namibia_nature_foundation,@undpnamibia,GPE,spacy
DUqU3urCOlq,namibia_nature_foundation,GIZ Namibia,GPE,spacy
DUqU3urCOlq,namibia_nature_foundation,Kunming,GPE,spacy
DWboxZriOr5,eif_namibia,Etosha National Park  Today,FAC,spacy
DWboxZriOr5,eif_namibia,Etosha National Park,FAC,spacy
DSB_StyiP9N,ministry_of_environment_nam,Nairobi,GPE,spacy
DSB_StyiP9N,ministry_of_environment_nam,Kenya,GPE,spacy
DQoxtvHiEiB,ministry_of_environment_nam,Southern Africa,LOC,spacy
DSHY-RICNI1,ministry_of_environment_nam,Kavango East,LOC,spacy
DRzUzfEiDhG,ministry_of_environment_nam,Germany,GPE,spacy
DRZYCRciGff,ministry_of_environment_nam,Mashare,GPE,spacy
DUneNtoiFmf,eif_namibia,the Global South,LOC,spacy
DT16QUUjpHs,harnaswildlifefoundation,Harnas,GPE,spacy
DRCDcjeiPo8,ministry_of_environment_nam,Brazil,GPE,spacy
DRCDcjeiPo8,ministry_of_environment_nam,Africa,LOC,spacy
DRpNNWuiEbq,ministry_of_environment_nam,Omaoipanga,GPE,spacy
DVqBEnpiMbf,ministry_of_environment_nam,Kavango East Region,LOC,spacy
DVqBEnpiMbf,ministry_of_environment_nam,the Bwabwata National Park,FAC,spacy
DT5BcGpDCOg,ehranamibia,Okongue,GPE,spacy
DUI6f7uiG8n,ministry_of_environment_nam,Fish River Canyon,LOC,spacy
DUI6f7uiG8n,ministry_of_environment_nam,Ngoma,GPE,spacy
DQwlJwfDWbc,gobabeb,Mesembryanthemum spp.,GPE,spacy
DQwlJwfDWbc,gobabeb,Tetraena,GPE,spacy
DQoS5CdDHLo,ehranamibia,Anigab,GPE,spacy
