round,ad_name,hourly_stats_aggregated_by_advertiser_time_zone,impressions,reach,link_clicks
2,WC_neutral_3,03:00:00 - 03:59:59,265,0,0
2,WC_empathy_1,03:00:00 - 03:59:59,270,0,4
2,WC_empathy_2,03:00:00 - 03:59:59,348,0,0
2,WC_empathy_3,03:00:00 - 03:59:59,325,0,0
2,WC_socialnorm_1,03:00:00 - 03:59:59,316,0,1
2,WC_socialnorm_2,03:00:00 - 03:59:59,280,0,1
2,WC_socialnorm_3,03:00:00 - 03:59:59,327,0,0
2,WC_narrative_1,03:00:00 - 03:59:59,265,0,1
2,WC_narrative_2,03:00:00 - 03:59:59,270,0,1
2,WC_narrative_3,03:00:00 - 03:59:59,250,0,1
2,WC_neutral_1,04:00:00 - 04:59:59,209,0,1
2,WC_neutral_2,04:00:00 - 04:59:59,221,0,1
2,WC_neutral_3,04:00:00 - 04:59:59,178,0,2
2,WC_empathy_1,04:00:00 - 04:59:59,200,0,2
2,WC_empathy_2,04:00:00 - 04:59:59,242,0,0
2,WC_empathy_3,04:00:00 - 04:59:59,199,0,0
2,WC_socialnorm_1,04:00:00 - 04:59:59,200,0,2
2,WC_socialnorm_2,04:00:00 - 04:59:59,216,0,1
2,WC_socialnorm_3,04:00:00 - 04:59:59,215,0,0
2,WC_narrative_1,04:00:00 - 04:59:59,188,0,0
2,WC_narrative_2,04:00:00 - 04:59:59,203,0,0
2,WC_narrative_3,04:00:00 - 04:59:59,208,0,0
2,WC_neutral_1,05:00:00 - 05:59:59,222,0,1
2,WC_neutral_2,05:00:00 - 05:59:59,188,0,0
2,WC_neutral_3,05:00:00 - 05:59:59,207,0,0
2,WC_empathy_1,05:00:00 - 05:59:59,257,0,0
2,WC_empathy_2,05:00:00 - 05:59:59,256,0,1
2,WC_empathy_3,05:00:00 - 05:59:59,220,0,0
2,WC_socialnorm_1,05:00:00 - 05:59:59,250,0,0
2,WC_socialnorm_2,05:00:00 - 05:59:59,242,0,2
2,WC_socialnorm_3,05:00:00 - 05:59:59,245,0,1
2,WC_narrative_1,05:00:00 - 05:59:59,207,0,0
2,WC_narrative_2,05:00:00 - 05:59:59,230,0,0
2,WC_narrative_3,05:00:00 - 05:59:59,214,0,2
2,WC_neutral_1,06:00:00 - 06:59:59,326,0,0
2,WC_neutral_2,06:00:00 - 06:59:59,316,0,3
2,WC_neutral_3,06:00:00 - 06:59:59,330,0,0
2,WC_empathy_1,06:00:00 - 06:59:59,357,0,2
2,WC_empathy_2,06:00:00 - 06:59:59,378,0,1
2,WC_empathy_3,06:00:00 - 06:59:59,366,0,2
2,WC_socialnorm_1,06:00:00 - 06:59:59,350,0,2
2,WC_socialnorm_2,06:00:00 - 06:59:59,348,0,1
2,WC_socialnorm_3,06:00:00 - 06:59:59,376,0,3
2,WC_narrative_1,06:00:00 - 06:59:59,293,0,0
2,WC_narrative_2,06:00:00 - 06:59:59,357,0,0
2,WC_narrative_3,06:00:00 - 06:59:59,312,0,0
2,WC_neutral_1,07:00:00 - 07:59:59,465,0,0
2,WC_neutral_2,07:00:00 - 07:59:59,482,0,4
2,WC_neutral_3,07:00:00 - 07:59:59,496,0,1
2,WC_empathy_1,07:00:00 - 07:59:59,424,0,3
2,WC_empathy_2,07:00:00 - 07:59:59,548,0,3
2,WC_empathy_3,07:00:00 - 07:59:59,429,0,6
2,WC_socialnorm_1,07:00:00 - 07:59:59,506,0,1
2,WC_socialnorm_2,07:00:00 - 07:59:59,463,0,1
2,WC_socialnorm_3,07:00:00 - 07:59:59,549,0,3
2,WC_narrative_1,07:00:00 - 07:59:59,368,0,3
2,WC_narrative_2,07:00:00 - 07:59:59,507,0,2
2,WC_narrative_3,07:00:00 - 07:59:59,435,0,3
2,WC_neutral_1,08:00:00 - 08:59:59,602,0,2
2,WC_neutral_2,08:00:00 - 08:59:59,600,0,1
2,WC_neutral_3,08:00:00 - 08:59:59,563,0,3
2,WC_empathy_1,08:00:00 - 08:59:59,584,0,4
2,WC_empathy_2,08:00:00 - 08:59:59,614,0,2
2,WC_empathy_3,08:00:00 - 08:59:59,600,0,4
2,WC_socialnorm_1,08:00:00 - 08:59:59,597,0,2
2,WC_socialnorm_2,08:00:00 - 08:59:59,598,0,0
2,WC_socialnorm_3,08:00:00 - 08:59:59,630,0,2
2,WC_narrative_1,08:00:00 - 08:59:59,518,0,2
2,WC_narrative_2,08:00:00 - 08:59:59,631,0,3
2,WC_narrative_3,08:00:00 - 08:59:59,574,0,0
2,WC_neutral_1,09:00:00 - 09:59:59,547,0,2
2,WC_neutral_2,09:00:00 - 09:59:59,648,0,6
2,WC_neutral_3,09:00:00 - 09:59:59,578,0,1
2,WC_empathy_1,09:00:00 - 09:59:59,594,0,3
2,WC_empathy_2,09:00:00 - 09:59:59,710,0,3
2,WC_empathy_3,09:00:00 - 09:59:59,616,0,0
2,WC_socialnorm_1,09:00:00 - 09:59:59,693,0,4
2,WC_socialnorm_2,09:00:00 - 09:59:59,573,0,1
2,WC_socialnorm_3,09:00:00 - 09:59:59,648,0,1
2,WC_narrative_1,09:00:00 - 09:59:59,504,0,1
2,WC_narrative_2,09:00:00 - 09:59:59,570,0,3
2,WC_narrative_3,09:00:00 - 09:59:59,637,0,2
2,WC_neutral_1,10:00:00 - 10:59:59,592,0,3
2,WC_neutral_2,10:00:00 - 10:59:59,696,0,0
2,WC_neutral_3,10:00:00 - 10:59:59,580,0,6
2,WC_empathy_1,10:00:00 - 10:59:59,622,0,8
2,WC_empathy_2,10:00:00 - 10:59:59,722,0,1
2,WC_empathy_3,10:00:00 - 10:59:59,670,0,2
2,WC_socialnorm_1,10:00:00 - 10:59:59,623,0,5
2,WC_socialnorm_2,10:00:00 - 10:59:59,600,0,1
2,WC_socialnorm_3,10:00:00 - 10:59:59,718,0,1
2,WC_narrative_1,10:00:00 - 10:59:59,452,0,5
2,WC_narrative_2,10:00:00 - 10:59:59,618,0,2
2,WC_narrative_3,10:00:00 - 10:59:59,650,0,4
2,WC_neutral_1,11:00:00 - 11:59:59,526,0,1
2,WC_neutral_2,11:00:00 - 11:59:59,669,0,5
2,WC_neutral_3,11:00:00 - 11:59:59,635,0,4
2,WC_empathy_1,11:00:00 - 11:59:59,593,0,1
2,WC_empathy_2,11:00:00 - 11:59:59,670,0,0
2,WC_empathy_3,11:00:00 - 11:59:59,719,0,2
2,WC_socialnorm_1,11:00:00 - 11:59:59,683,0,1
2,WC_socialnorm_2,11:00:00 - 11:59:59,673,0,6
2,WC_socialnorm_3,11:00:00 - 11:59:59,723,0,0
2,WC_narrative_1,11:00:00 - 11:59:59,531,0,3
2,WC_narrative_2,11:00:00 - 11:59:59,646,0,2
2,WC_narrative_3,11:00:00 - 11:59:59,634,0,1
2,WC_neutral_1,12:00:00 - 12:59:59,561,0,1
2,WC_neutral_2,12:00:00 - 12:59:59,648,0,4
2,WC_neutral_3,12:00:00 - 12:59:59,695,0,3
2,WC_empathy_1,12:00:00 - 12:59:59,614,0,4
2,WC_empathy_2,12:00:00 - 12:59:59,695,0,2
2,WC_empathy_3,12:00:00 - 12:59:59,708,0,3
2,WC_socialnorm_1,12:00:00 - 12:59:59,667,0,8
2,WC_socialnorm_2,12:00:00 - 12:59:59,706,0,5
2,WC_socialnorm_3,12:00:00 - 12:59:59,704,0,2
2,WC_narrative_1,12:00:00 - 12:59:59,507,0,3
2,WC_narrative_2,12:00:00 - 12:59:59,641,0,0
2,WC_narrative_3,12:00:00 - 12:59:59,688,0,1
2,WC_neutral_1,13:00:00 - 13:59:59,663,0,4
2,WC_neutral_2,13:00:00 - 13:59:59,813,0,3
2,WC_neutral_3,13:00:00 - 13:59:59,744,0,2
2,WC_empathy_1,13:00:00 - 13:59:59,676,0,0
2,WC_empathy_2,13:00:00 - 13:59:59,805,0,3
2,WC_empathy_3,13:00:00 - 13:59:59,859,0,1
2,WC_socialnorm_1,13:00:00 - 13:59:59,782,0,5
2,WC_socialnorm_2,13:00:00 - 13:59:59,790,0,5
2,WC_socialnorm_3,13:00:00 - 13:59:59,782,0,0
2,WC_narrative_1,13:00:00 - 13:59:59,601,0,4
2,WC_narrative_2,13:00:00 - 13:59:59,700,0,2
2,WC_narrative_3,13:00:00 - 13:59:59,747,0,5
2,WC_neutral_1,14:00:00 - 14:59:59,818,0,4
2,WC_neutral_2,14:00:00 - 14:59:59,885,0,2
2,WC_neutral_3,14:00:00 - 14:59:59,817,0,0
2,WC_empathy_1,14:00:00 - 14:59:59,783,0,8
2,WC_empathy_2,14:00:00 - 14:59:59,844,0,3
2,WC_empathy_3,14:00:00 - 14:59:59,851,0,3
2,WC_socialnorm_1,14:00:00 - 14:59:59,803,0,4
2,WC_socialnorm_2,14:00:00 - 14:59:59,897,0,4
2,WC_socialnorm_3,14:00:00 - 14:59:59,887,0,1
2,WC_narrative_1,14:00:00 - 14:59:59,703,0,6
2,WC_narrative_2,14:00:00 - 14:59:59,897,0,5
2,WC_narrative_3,14:00:00 - 14:59:59,945,0,1
2,WC_neutral_1,15:00:00 - 15:59:59,804,0,7
2,WC_neutral_2,15:00:00 - 15:59:59,967,0,1
2,WC_neutral_3,15:00:00 - 15:59:59,868,0,4
2,WC_empathy_1,15:00:00 - 15:59:59,939,0,3
2,WC_empathy_2,15:00:00 - 15:59:59,985,0,6
2,WC_empathy_3,15:00:00 - 15:59:59,971,0,3
2,WC_socialnorm_1,15:00:00 - 15:59:59,923,0,4
2,WC_socialnorm_2,15:00:00 - 15:59:59,948,0,2
2,WC_socialnorm_3,15:00:00 - 15:59:59,975,0,1
2,WC_narrative_1,15:00:00 - 15:59:59,765,0,4
2,WC_narrative_2,15:00:00 - 15:59:59,992,0,3
2,WC_narrative_3,15:00:00 - 15:59:59,916,0,6
2,WC_neutral_1,16:00:00 - 16:59:59,840,0,2
2,WC_neutral_2,16:00:00 - 16:59:59,1038,0,1
2,WC_neutral_3,16:00:00 - 16:59:59,957,0,4
2,WC_empathy_1,16:00:00 - 16:59:59,898,0,3
2,WC_empathy_2,16:00:00 - 16:59:59,1083,0,1
2,WC_empathy_3,16:00:00 - 16:59:59,1104,0,1
2,WC_socialnorm_1,16:00:00 - 16:59:59,982,0,6
2,WC_socialnorm_2,16:00:00 - 16:59:59,945,0,4
2,WC_socialnorm_3,16:00:00 - 16:59:59,1074,0,4
2,WC_narrative_1,16:00:00 - 16:59:59,790,0,4
2,WC_narrative_2,16:00:00 - 16:59:59,924,0,2
2,WC_narrative_3,16:00:00 - 16:59:59,1003,0,4
2,WC_neutral_1,17:00:00 - 17:59:59,888,0,4
2,WC_neutral_2,17:00:00 - 17:59:59,974,0,3
2,WC_neutral_3,17:00:00 - 17:59:59,892,0,2
2,WC_empathy_1,17:00:00 - 17:59:59,870,0,2
2,WC_empathy_2,17:00:00 - 17:59:59,1199,0,6
2,WC_empathy_3,17:00:00 - 17:59:59,1109,0,2
2,WC_socialnorm_1,17:00:00 - 17:59:59,952,0,3
2,WC_socialnorm_2,17:00:00 - 17:59:59,915,0,5
2,WC_socialnorm_3,17:00:00 - 17:59:59,1070,0,4
2,WC_narrative_1,17:00:00 - 17:59:59,844,0,3
2,WC_narrative_2,17:00:00 - 17:59:59,959,0,2
2,WC_narrative_3,17:00:00 - 17:59:59,1004,0,2
2,WC_neutral_1,18:00:00 - 18:59:59,958,0,1
2,WC_neutral_2,18:00:00 - 18:59:59,1040,0,5
2,WC_neutral_3,18:00:00 - 18:59:59,891,0,2
2,WC_empathy_1,18:00:00 - 18:59:59,928,0,0
2,WC_empathy_2,18:00:00 - 18:59:59,1145,0,3
2,WC_empathy_3,18:00:00 - 18:59:59,1069,0,5
2,WC_socialnorm_1,18:00:00 - 18:59:59,959,0,7
2,WC_socialnorm_2,18:00:00 - 18:59:59,1030,0,8
2,WC_socialnorm_3,18:00:00 - 18:59:59,1032,0,3
2,WC_narrative_1,18:00:00 - 18:59:59,791,0,6
2,WC_narrative_2,18:00:00 - 18:59:59,1023,0,4
2,WC_narrative_3,18:00:00 - 18:59:59,981,0,5
2,WC_neutral_1,19:00:00 - 19:59:59,1131,0,4
2,WC_neutral_2,19:00:00 - 19:59:59,1174,0,5
2,WC_neutral_3,19:00:00 - 19:59:59,1122,0,2
2,WC_empathy_1,19:00:00 - 19:59:59,1130,0,6
2,WC_empathy_2,19:00:00 - 19:59:59,1303,0,1
2,WC_empathy_3,19:00:00 - 19:59:59,1188,0,8
2,WC_socialnorm_1,19:00:00 - 19:59:59,1168,0,4
2,WC_socialnorm_2,19:00:00 - 19:59:59,1189,0,3
2,WC_socialnorm_3,19:00:00 - 19:59:59,1157,0,3
2,WC_narrative_1,19:00:00 - 19:59:59,1061,0,2
2,WC_narrative_2,19:00:00 - 19:59:59,1173,0,1
2,WC_narrative_3,19:00:00 - 19:59:59,1127,0,1
2,WC_neutral_1,20:00:00 - 20:59:59,1324,0,1
2,WC_neutral_2,20:00:00 - 20:59:59,1275,0,3
2,WC_neutral_3,20:00:00 - 20:59:59,1228,0,4
2,WC_empathy_1,20:00:00 - 20:59:59,1164,0,2
2,WC_empathy_2,20:00:00 - 20:59:59,1504,0,3
2,WC_empathy_3,20:00:00 - 20:59:59,1306,0,5
2,WC_socialnorm_1,20:00:00 - 20:59:59,1298,0,2
2,WC_socialnorm_2,20:00:00 - 20:59:59,1173,0,1
2,WC_socialnorm_3,20:00:00 - 20:59:59,1315,0,2
2,WC_narrative_1,20:00:00 - 20:59:59,984,0,4
2,WC_narrative_2,20:00:00 - 20:59:59,1350,0,6
2,WC_narrative_3,20:00:00 - 20:59:59,1236,0,3
2,WC_neutral_1,21:00:00 - 21:59:59,1476,0,6
2,WC_neutral_2,21:00:00 - 21:59:59,1397,0,6
2,WC_neutral_3,21:00:00 - 21:59:59,1346,0,3
2,WC_empathy_1,21:00:00 - 21:59:59,1358,0,5
2,WC_empathy_2,21:00:00 - 21:59:59,1822,0,2
2,WC_empathy_3,21:00:00 - 21:59:59,1463,0,8
2,WC_socialnorm_1,21:00:00 - 21:59:59,1431,0,6
2,WC_socialnorm_2,21:00:00 - 21:59:59,1372,0,4
2,WC_socialnorm_3,21:00:00 - 21:59:59,1344,0,4
2,WC_narrative_1,21:00:00 - 21:59:59,1169,0,3
2,WC_narrative_2,21:00:00 - 21:59:59,1499,0,5
2,WC_narrative_3,21:00:00 - 21:59:59,1482,0,2
2,WC_neutral_1,22:00:00 - 22:59:59,1402,0,7
2,WC_neutral_2,22:00:00 - 22:59:59,1337,0,4
2,WC_neutral_3,22:00:00 - 22:59:59,1306,0,3
2,WC_empathy_1,22:00:00 - 22:59:59,1281,0,1
2,WC_empathy_2,22:00:00 - 22:59:59,1802,0,3
2,WC_empathy_3,22:00:00 - 22:59:59,1506,0,7
2,WC_socialnorm_1,22:00:00 - 22:59:59,1437,0,1
2,WC_socialnorm_2,22:00:00 - 22:59:59,1366,0,2
2,WC_socialnorm_3,22:00:00 - 22:59:59,1357,0,8
2,WC_narrative_1,22:00:00 - 22:59:59,1117,0,3
2,WC_narrative_2,22:00:00 - 22:59:59,1547,0,8
2,WC_narrative_3,22:00:00 - 22:59:59,1360,0,5
2,WC_neutral_1,23:00:00 - 23:59:59,1134,0,4
2,WC_neutral_2,23:00:00 - 23:59:59,987,0,1
2,WC_neutral_3,23:00:00 - 23:59:59,1039,0,2
2,WC_empathy_1,23:00:00 - 23:59:59,1015,0,2
2,WC_empathy_2,23:00:00 - 23:59:59,1406,0,5
2,WC_empathy_3,23:00:00 - 23:59:59,1211,0,7
2,WC_socialnorm_1,23:00:00 - 23:59:59,1011,0,1
2,WC_socialnorm_2,23:00:00 - 23:59:59,991,0,2
2,WC_socialnorm_3,23:00:00 - 23:59:59,1105,0,4
2,WC_narrative_1,23:00:00 - 23:59:59,992,0,3
2,WC_narrative_2,23:00:00 - 23:59:59,1140,0,7
2,WC_narrative_3,23:00:00 - 23:59:59,1052,0,2
